row ID,Molecule,Molecule name,Mannhold LogP,Atomic Polarizabilities,Aromatic Atoms Count,Aromatic Bonds Count,Element Count,Bond Polarizabilities,Bond Count,Eccentric Connectivity Index,Fragment Complexity,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Largest Chain,Largest Pi Chain,Petitjean Number,Rotatable Bonds Count,Lipinski's Rule of Five,Topological Polar Surface Area,Vertex adjacency information magnitude,Molecular Weight,XLogP,Zagreb Index,Molecular Formula,Formal Charge,Formal Charge (pos),Formal Charge (neg),Heavy Atoms Count,Molar Mass,SP3 Character,Rotatable Bonds Count (non terminal)
Row10783,O(c1c(c(c(O)c(c1)C)C)C)CC(O)CNC(C)C,C15H25NO3,2.67,46.575825,6,6,44,29.906175,19,324,1594.04,274.197833595451,2,3,7,8,0.454545454545455,13,0,61.72,5.24792751344359,267.18344366,2.034,90,C15H25NO3,0,0,0,19,267.364475287209,0.204545454545455,6
Row10784,Clc1cc2C(=NCC(Nc2cc1)=O)c3c(F)cccc3,C15H10N2OClF,2.56,38.80693,12,12,30,15.49307,22,277,644.05,240.097556117635,3,1,0,17,0.5,3,0,41.46,5.4594316186373,288.04656884,2.937,106,C15H10ClFN2O,0,0,0,20,288.704598129903,0.0333333333333333,1
Row10785,O=C(N[C@H](C(=O)O)CCC(=O)O)c1cncc(c1)O,C11H12N2O6,1.79,34.373516,6,6,31,17.972484,19,295,619.08,234.471959299434,7,4,8,10,0.5,9,0,136.82,5.24792751344359,268.069536104,-3.014,88,C11H12N2O6,0,0,0,19,268.223219890066,0.0967741935483871,6
Row10786,Ic1ccc(CC(NC(C)C)C)cc1,C12H18NI,2.56,39.572274,6,6,32,23.927726,14,191,842.02,221.216001286432,1,1,5,6,0.444444444444444,8,0,12.03,4.8073549220576,303.048397576,4.103,64,C12H18IN,0,0,0,14,303.182940537356,0.1875,4
Row10787,c12c(cc3cccc-4c3c1-c5c4cccc5)cccc2,C20H12,3.66,43.201516,20,22,32,13.118484,24,290,916,211.829270706134,0,0,0,20,0.5,0,1,0,5.58496250072116,252.093900384,6.412,120,C20H12,0,0,0,20,252.310006981669,0,0
Row10788,c12c3c(ccc1cc4c5c(cccc5)ccc4c2)cccc3,C22H14,3.88,48.055102,22,26,36,15.304898,26,424,1138,243.784781257068,0,0,0,22,0.454545454545455,0,1,0,5.70043971814109,278.109550448,7.086,128,C22H14,0,0,0,22,278.347360282897,0,0
Row10789,N#CCC(n1ncc(c1)-c2ncnc3c2cc[nH]3)C4CCCC4,C17H18N6,2.67,48.522274,14,15,41,25.617726,26,419,1430.06,265.351254179935,4,1,4,14,0.5,4,0,83.18,5.70043971814109,306.159294576,2.696,124,C17H18N6,0,0,0,23,306.365663056476,0.170731707317073,4
Row10790,c12c3c(ccc1cc4ccc5c(c4c2)cccc5)cccc3,C22H14,3.88,48.055102,22,26,36,15.304898,26,402,1138,243.784781257068,0,0,0,22,0.5,0,1,0,5.70043971814109,278.109550448,7.086,128,C22H14,0,0,0,22,278.347360282897,0,0
Row10791,S(c1c2c(ccc(c2)OCC3N(c4ccccc4C3)C(=O)C)n(c1CC(C(=O)O)(C)C)Cc5ccc(-c6ncc(OC)cn6)cc5)C(C)(C)C,C40H44N4O5S,4.76,111.048892,27,28,94,62.729108,55,1794,7351.1,638.657409411739,6,1,4,13,0.5,20,3,132.08,6.78135971352466,692.303241508001,6.693,274,C40H44N4O5S,0,0,0,50,692.868751498884,0.148936170212766,12
Row10792,S(=O)(=O)(Nc1nc(=O)n(CC)cc1)c2ccc(N)cc2,C12H14N4O3S,1.9,40.161102,12,12,34,26.038898,21,373,845.08,253.54334959675,5,2,3,18,0.5,6,0,115.46,5.39231742277876,294.078661308,2.01,102,C12H14N4O3S,0,0,0,20,294.331113918907,0.0588235294117647,4
Row10793,S(=O)(=O)(c1ccc(NCS(=O)O)cc1)c2ccc(NCS(=O)O)cc2,C14H16N2O6S3,1.79,51.020688,12,12,41,34.043312,26,606,1164.11,318.630526649034,8,4,4,17,0.5,10,0,179.6,5.70043971814109,404.017049232,-2.905,124,C14H16N2O6S3,0,0,0,25,404.485445574847,0.0487804878048781,8
Row10794,ClC(Cl)(c1ccccc1)c2ccccc2,C13H10Cl2,2.67,33.90793,12,12,25,11.77207,16,192,466.02,201.494724771534,0,0,3,6,0.5,4,0,0,5,236.01595568,4.806,76,C13H10Cl2,0,0,0,15,237.12484935287,0.04,2
Row10795,Clc1c(Cl)ccc(c1)[C@]23[C@@](CNCC2)(COC)C3,C14H17NOCl2,2.56,42.237481,6,6,35,22.000519,20,266,1063.04,245.030613707728,2,1,3,6,0.444444444444444,6,0,21.26,5.32192809488736,285.068719524,2.894,102,C14H17Cl2NO,0,0,0,18,286.197278661044,0.228571428571429,3
Row10796,c1(C(c2ccccc2)=C(c3ccccc3)c4ccccc4)ccccc1,C26H20,4.32,59.09586,24,24,46,21.86414,29,414,1751,330.952261059735,0,0,2,26,0.444444444444444,4,1,0,5.85798099512757,332.156500640001,8.372,134,C26H20,0,0,0,26,332.437948393004,0,4
Row10797,S(=O)(O)[O-].[Na+],HO3NaS,0.91,29.572793,0,0,6,6.429207,3,1705032698,4.05,#NUM!,3,1,3,4,0.999000000999,2,0,79.57,2.58496250072116,103.954409172,-2.708,12,HNaO3S,0,1,-1,5,104.062009809572,0,0
Row10798,Clc1nc(N2CCNCC2)ccc1C(F)(F)F,C10H11N3ClF3,1.79,32.085723,6,6,28,20.014277,18,248,569.07,204.398036401319,3,1,3,7,0.444444444444444,6,0,28.16,5.16992500144231,265.059359692,2.867,88,C10H11ClF3N3,0,0,0,17,265.662964119256,0.178571428571429,2
Row10799,O1C(C(c2ccccc2)c3ccccc3)CCC(C1)NCc4ccc(O)cc4,C25H27NO2,3.88,64.707411,18,18,55,32.092589,31,731,2608.03,363.679324846358,2,2,2,7,0.466666666666667,7,0,41.49,5.95419631038688,373.204179104001,4.876,144,C25H27NO2,0,0,0,28,373.488310835171,0.127272727272727,6
Row10800,[Sn](N=[N+]=[N-])(CCCC)(CCCC)CCCC,C12H27N3Sn,2.34,50.123411,0,0,43,53.936589,15,177,1524.04,#NUM!,2,0,9,3,0.5,13,1,12.36,4.90689059560852,333.122692564001,5.975,64,C12H27N3Sn,0,1,-1,16,332.07344905123,0.27906976744186,10
Row10801,O=[N+]([O-])c1ccc(C(=O)N(c2cc(OC)c(OC)cc2)CCCN(CCc3cc(OC)c(OC)cc3)C)cc1,C29H35N3O7,3.55,83.2917549999999,18,18,74,52.100245,41,1214,4294.1,505.891458568164,3,0,9,20,0.473684210526316,20,2,103.61,6.35755200461808,537.247500460001,4.498,192,C29H35N3O7,0,1,-1,39,537.605211504849,0.135135135135135,14
Row10802,O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,C22H42O4,3.44,69.9333059999999,0,0,68,51.662694,25,720,3839.04,418.956109870514,4,0,20,3,0.473684210526316,23,2,52.6,5.64385618977472,370.308309824001,7.356,106,C22H42O4,0,0,0,26,370.567321100297,0.294117647058823,19
Row10803,O=C(O)[C@@H](N/C(=N\CCC[C@H](N)C(=O)O)/N)CC(=O)O,C10H18N4O6,1.46,38.814274,0,0,38,23.211726,19,359,989.1,267.6988711923,10,6,13,4,0.5,15,1,188.33,5.24792751344359,290.122634296001,-4.097,86,C10H18N4O6,0,0,0,20,290.273534930305,0.157894736842105,10
Row10804,Brc1c(Cl)c2c([nH]cc2OP(=O)(O)O)cc1,C8H6NO4BrClP,1.46,31.248758,9,10,22,19.283242,17,186,289.08,190.345190669345,3,3,3,14,0.428571428571429,6,0,92.36,5.08746284125034,324.890634082,2.087,86,C8H6BrClNO4P,0,0,0,16,326.468081793606,0,2
Row10805,O=c1n(cc(C)c([nH]1)=O)[C@@H]2O[C@](C#C)(CO)C=C2,C12H12N2O4,2.12,34.529516,6,6,30,19.590484,19,259,655.06,232.731031823378,2,2,2,8,0.444444444444444,4,0,84.32,5.24792751344359,248.079706864,0.144,94,C12H12N2O4,0,0,0,18,248.235145931715,0.133333333333333,2
Row10806,O=C1C=C2[C@]([C@H]3[C@@H](O)C[C@@]4([C@@]5(OC(CCC)O[C@@H]5C[C@H]4[C@@H]3CC2)C(=O)CO)C)(C)C=C1,C25H34O6,3.55,71.4829619999999,0,0,65,42.917038,35,696,3831.06,421.369306243636,6,2,4,6,0.5,9,0,93.06,6.12928301694497,430.235538808001,1.914,184,C25H34O6,0,0,0,31,430.534812615193,0.292307692307692,4
Row10807,Oc1c(cccc1)C,C7H8O,2.12,18.456344,6,6,16,8.745656,8,54,200.01,107.252742979228,0,1,0,7,0.25,2,0,20.23,4,108.057514876,1.842,36,C7H8O,0,0,0,8,108.138082235692,0.0625,0
Row10808,O=c1n(nnc2n1cnc2C(=O)N)C,C6H6N6O2,1.24,22.764758,9,10,20,13.095242,15,153,259.08,147.098170200523,5,1,3,13,0.428571428571429,2,0,108.17,4.90689059560852,194.055223432,-1.261,74,C6H6N6O2,0,0,0,14,194.151089001038,0.05,1
Row10809,[O]N1C(CCCC1(C)C)(C)C,C9H18NO,2.23,29.744274,0,0,29,21.295726,11,77,731.02,171.650848541528,0,0,0,2,0.25,5,0,3.24,4.4594316186373,156.138839196,1.793,58,C9H18NO,0,0,0,11,156.245664774562,0.310344827586207,0
Row10810,O=C(Oc1cc(ccc1)[C@@H](N(C)C)C)N(CC)C,C14H22N2O2,2.56,43.113446,6,6,40,30.884554,18,272,1294.04,256.471923776389,3,0,5,10,0.5,10,0,32.78,5.16992500144231,250.168127944,2.289,84,C14H22N2O2,0,0,0,18,250.33721540841,0.175,5
Row10811,FC(F)(F)C(F)F,C2HF5,1.13,6.971793,0,0,8,7.108207,6,29,7.05,73.4862222040654,0,0,4,0,0.333333333333333,6,0,0,3.58496250072116,119.999841132,2.544,30,C2HF5,0,0,0,7,120.021428647402,0.25,1
Row10812,O=CCC,C3H6O,1.68,10.082758,0,0,10,7.517242,3,14,69.01,66.5981805781612,1,0,4,2,0.333333333333333,2,0,17.07,2.58496250072116,58.041864812,0.587,10,C3H6O,0,0,0,4,58.0792571408882,0.2,1
Row10813,n1nn2CCCCCc2n1,C6H10N4,1.68,21.62793,5,5,20,12.91207,11,82,351.04,115.433572485467,3,0,0,5,0.4,0,0,43.6,4.4594316186373,138.09054632,1.839,50,C6H10N4,0,0,0,10,138.17063574713,0.25,0
Row10814,O=C(O)CCCCCCCCCCCCCCCCCCCCC(=O)O,C22H42O4,3.44,69.933306,0,0,68,47.830694,25,884,3839.04,418.956109870514,4,2,24,3,0.478260869565217,23,2,74.6,5.64385618977472,370.308309824001,9.11,102,C22H42O4,0,0,0,26,370.567321100297,0.294117647058823,21
Row10815,O=c1c(OC)c(oc(c1O)CCCCC)C,C12H18O4,2.34,36.330274,6,6,34,24.467726,16,232,916.04,231.003346210245,0,1,5,9,0.5,9,0,59.67,5,226.120509056,3.17,74,C12H18O4,0,0,0,16,226.269384040598,0.205882352941176,5
Row10816,N1CC2c3ccccc3C(C1)C2,C11H13N,2.56,29.128309,6,6,25,14.871691,14,116,597.01,153.9302975887,1,1,0,6,0.4,0,0,12.03,4.8073549220576,159.104799416,1.426,68,C11H13N,0,0,0,12,159.228027871439,0.2,0
Row10817,O=C1N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@](C(=O)N[C@H](C(=O)N)[C@H](CC)C)(CC(C)C)C)CC(=O)O)CC(C)C)CC(C)C)CC(C)C)CCCCNC(CCC1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(=O)O)CC(C)C)CO)Cc2ccccc2)Cc3nc[nH]c3)(CC(C)C)C)CC(C)C)CCCN=C(N)N)CCCCN)CCCC)[C@H](CC)C)CCC(=O)O)[C@H](CC)C)CCC(=O)O)CCCCN)CCC(=O)N)CCC(=O)O)CCCCN)CCC(=O)O)CCCCN)CCC(=O)O)CCC(=O)O)C)=O)CC(=O)N)CC(=O)N,C183H305N47O55,10.37,621.261864999994,11,11,590,396.636135000001,287,44148,269525.02,3978.06661500499,101,54,72,6,0.5,177,4,1677.55,9.16490692667569,4041.25141685994,-4.11999999999999,1344,C183H305N47O55,0,0,0,285,4043.66892077608,0.215254237288136,137
Row10818,S(c1ccc(N)cc1)c2ccc(N)cc2,C12H12N2S,2.45,34.221516,12,12,27,14.078484,16,240,574.03,194.279149078734,2,2,0,7,0.5,4,0,77.34,5,216.072119384,2.583,74,C12H12N2S,0,0,0,15,216.303611214475,0,2
Row10819,s1c(nnc1C(C)(C)C)N(C(=O)NC)C,C9H16N4OS,1.79,34.610688,5,5,31,24.689312,15,182,751.06,204.340777121228,5,1,5,9,0.5,7,0,86.36,4.90689059560852,228.104482132,1.315,74,C9H16N4OS,0,0,0,15,228.315977881056,0.193548387096774,2
Row10820,[Cl-].[Cl-].O=C(OCCC[N+]1(C(c2c(cc(OC)c(c2)OC)CC1)Cc3cc(OC)c(OC)c(c3)OC)C)/C=C/c4ccc(/C=C/C(=O)OCCC[N+]5(C(c6c(cc(OC)c(c6)OC)CC5)Cc7cc(OC)c(OC)c(c7)OC)C)cc4,C62H78N2O14Cl2,6.3,178.917854000001,30,30,158,115.458146,84,496275288,19924.18,1082.41132645039,4,0,7,16,0.999000000999,40,3,144.9,7.39231742277876,1144.483010536,9.438,404,C62H78Cl2N2O14,0,2,-2,80,1146.19595495568,0.164556962025316,28
Row10821,O1c2c(ccc(c2)O)[C@@H]3Oc4c([C@@H]3C1)ccc(c4)OC,C16H14O4,2.78,40.703102,12,12,34,21.052898,23,366,989.04,233.408532508912,0,1,2,8,0.454545454545455,3,0,47.92,5.52356195605701,270.089208928,2.68,114,C16H14O4,0,0,0,20,270.280564612447,0.117647058823529,1
Row10822,O1c2c(c3OC[C@@]4(O)c5ccc(cc5O[C@H]4c3cc2)O)C=CC1(C)C,C20H18O5,3.11,51.212274,12,12,43,25.425726,29,513,1609.05,296.38978031134,1,2,0,10,0.5,4,0,68.15,5.85798099512757,338.115423676,2.659,152,C20H18O5,0,0,0,25,338.354676142471,0.13953488372093,0
Row10823,O=c1oc2c(ccc3c2cco3)cc1,C11H6O3,2.34,25.766758,13,15,20,11.349242,16,155,302.03,150.494841379817,0,0,0,14,0.5,0,0,43.35,5,186.031694052,2.693,78,C11H6O3,0,0,0,14,186.163954170331,0,0
Row10824,O1c2c(ccc(c2)O)[C@@H]3Oc4c([C@@]3(C1)O)ccc(c4)O,C15H12O5,2.56,38.411516,12,12,32,16.950484,23,335,845.05,224.902774583606,1,3,0,8,0.5,3,0,79.15,5.52356195605701,272.068473484,1.412,118,C15H12O5,0,0,0,20,272.253352135576,0.09375,0
Row10825,O1c2c(c3O[C@H]4c5c(cc(O)cc5)OC[C@H]4c3cc2)C=CC1(C)C,C20H18O4,3.22,50.410274,12,12,42,25.425726,28,495,1564.04,287.599553610779,0,1,0,10,0.5,3,0,47.92,5.8073549220576,322.120509056001,3.606,144,C20H18O4,0,0,0,24,322.355271214902,0.142857142857143,0
Row10826,S=C([S-])OCC.[Na+],C3H5ONaS2,1.35,38.815965,0,0,12,9.662035,5,1410065398,58.04,#NUM!,1,0,5,4,0.999000000999,4,0,41.32,3.32192809488736,143.96795106,0.5,20,C3H5NaOS2,0,1,-1,7,144.193255653138,0.166666666666667,2
Row10827,[Tl+].O=C([O-])C,C2H3O2Tl,1.35,14.724379,0,0,8,5.195621,3,1705032698,16.03,#NUM!,2,0,3,3,0.999000000999,2,0,40.13,2.58496250072116,263.987731836,-0.561,12,C2H3O2Tl,0,1,-1,5,263.4274363367,0.125,0
Row10828,O=C(O)[C@]1(O[C@H]([C@H](NC(=O)CO)[C@H](C1)O)[C@H](O)[C@H](O)CO)O,C11H19NO10,1.46,41.149067,0,0,41,25.262933,22,304,1219.11,280.081940696711,11,8,5,3,0.444444444444444,13,2,197.01,5.4594316186373,325.100895808,-4.562,108,C11H19NO10,0,0,0,22,325.269721670088,0.219512195121951,6
Row10829,O=C(c1c(O)c(c(O)cc1O)C(=O)C)C,C10H10O5,2.01,28.27793,6,6,25,12.84807,15,141,415.05,189.028686257472,2,3,3,13,0.5,7,0,94.83,4.90689059560852,210.05282342,2.274,74,C10H10O5,0,0,0,15,210.183791143985,0.08,2
Row10830,O=c1c(C(=O)Nc2c(cc(C(C)(C)C)c(c2)O)C(C)(C)C)c[nH]c3c1cccc3,C24H28N2O3,3.55,65.516204,16,17,57,33.845796,31,624,2669.05,389.426785830019,2,3,3,21,0.461538461538462,11,1,82.19,5.95419631038688,392.209992756001,6.929,158,C24H28N2O3,0,0,0,29,392.491623826814,0.140350877192982,4
Row10831,Brc1c2c(C(=O)c3c4c(cccc4)n(c3)CCCCC)cccc2ccc1,C24H22NOBr,3.77,61.861446,19,21,49,28.278554,30,581,2002.03,343.340273796697,1,0,5,21,0.461538461538462,8,1,22,5.90689059560852,419.088476424001,7.934,144,C24H22BrNO,0,0,0,27,420.341994212535,0.102040816326531,6
Row10832,P(=O)(OP(=O)(OCC1OC(n2c(=O)[nH]c(=O)c(c2)C)CC1O)O)(OP(=O)(O)O)O,C10H17N2O14P3,0.47,53.253481,6,6,46,56.118519,30,690,1397.19,353.432465903657,12,6,8,13,0.466666666666667,14,2,273.57,5.90689059560852,481.989263114,-4.71,154,C10H17N2O14P3,0,0,0,29,482.168712072962,0.130434782608696,8
Row10833,O=C(C(c1ccccc1)(c2ccccc2)C(CN(C)C)C)CC,C21H27NO,3.55,56.865411,12,12,50,32.454589,24,292,2095.02,326.59099444553,2,0,8,6,0.5,11,0,20.31,5.58496250072116,309.209264484001,4.429,114,C21H27NO,0,0,0,23,309.44596232045,0.16,7
Row10834,O=C(O)C12c3c(O)c(O)c(C(C)C)cc3CCC1C(CCC2)(C)C,C20H28O4,3.22,57.078204,6,6,52,31.567796,26,353,2364.04,331.121847114779,2,3,3,8,0.444444444444444,9,1,77.76,5.70043971814109,332.198759376001,5.897,136,C20H28O4,0,0,0,24,332.43467875316,0.25,2
Row10835,BrC(Br)=C(Br)Br,C2Br4,1.24,15.72,0,0,6,5.16,5,24,5.04,117.646445162,0,0,4,2,0.333333333333333,4,0,0,3.32192809488736,339.6733484,3.73,22,C2Br4,0,0,0,6,343.635583676976,0,0
Row10836,O=C(c1c2c(cccc2)n(c1)CC3N(CCCC3)C)C45CC6CC(C4)CC(C5)C6,C26H34N2O,3.99,71.4329619999999,9,10,63,42.087038,34,636,3812.03,379.914760381431,2,0,2,11,0.5,5,1,25.24,6.08746284125034,390.267113708001,5.986,172,C26H34N2O,0,0,0,29,390.561930288206,0.26984126984127,4
Row10837,P(=O)(OC1CC[N+](C)(C)CC1)(OCCCCCCCCCCCCCCCCCC)[O-],C25H52NO4P,3.55,86.6112359999999,0,0,83,72.714764,31,1200,5959.06,494.584536065081,4,0,21,5,0.48,24,2,68.4,5.95419631038688,461.363395774001,8.312,138,C25H52NO4P,0,1,-1,31,461.659401165955,0.301204819277108,20
Row10838,P(=O)(OCC(OC)COCCCCCCCCCCCCCCCCCC)(OCC[N+](C)(C)C)[O-],C27H58NO6P,3.55,95.7359939999999,0,0,93,83.1060060000001,34,1464,7274.08,559.113417418736,6,0,29,5,0.5,33,3,86.86,6.08746284125034,523.400175206002,7.426,148,C27H58NO6P,0,1,-1,35,523.727327337624,0.290322580645161,27
Row10839,F[C@@]1(C(=O)O[C@@H]([C@]2(OC(=O)N([C@@H]2[C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C1=O)C)O[C@@H]3O[C@@H](C[C@@H]([C@H]3O)N(C)C)C)(OC)C)C)C)CCCCn4nnc(c4)-c5cc(N)ccc5)C)CC)C,C43H65N6O10F,4.32,134.198545,11,11,125,90.9534550000001,64,2296,13101.17,804.923762906782,15,2,4,12,0.5,25,3,197.87,7,844.474620500002,3.405,322,C43H65FN6O10,0,0,0,60,845.01046429847,0.248,11
Row10840,S(c1c(O)c(O)cc(c1)/C=C/C(=O)OC(C(=O)O)C(O)C(=O)O)CC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,C23H27N3O15S,1.9,76.713411,6,6,69,41.078589,42,1284,3039.19,537.459305876652,16,10,13,13,0.5,26,4,345.71,6.39231742277876,617.116288164001,-4.595,198,C23H27N3O15S,0,0,0,42,617.538594507107,0.115942028985507,18
Row10841,O=[N+]([O-])c1c(c(O)cc(c1)[N+](=O)[O-])C,C7H6N2O5,1.46,22.530758,6,6,20,9.071242,14,134,218.07,159.134252796206,0,1,3,13,0.333333333333333,6,0,106.51,4.8073549220576,198.027671292,1.626,68,C7H6N2O5,0,2,-2,14,198.13322685239,0.05,2
Row10842,[S+](=S)[S-],S3,1.13,8.7,0,0,3,0,2,6,2.03,61.4470721728,0,0,3,2,0.5,1,0,32.09,2,95.916213,-0.041,6,S3,0,1,-1,3,96.198254979114,0,0
Row10843,Clc1nc(SCC(=O)O)nc(c1)Nc2c(c(ccc2)C)C,C14H14N3O2ClS,2.23,43.959102,12,12,35,22.262898,22,372,876.07,270.022941009389,5,2,4,13,0.454545454545455,9,0,100.41,5.4594316186373,323.049525368,2.991,104,C14H14ClN3O2S,0,0,0,21,323.799415156062,0.0857142857142857,5
Row10844,S(=O)(=O)(O)CCCNC(CO)(CO)CO,C7H17NO6S,1.35,32.467481,0,0,32,25.720519,14,182,751.08,211.875495551,7,5,9,4,0.5,12,0,135.47,4.8073549220576,243.077658264,-3.026,66,C7H17NO6S,0,0,0,15,243.279361858045,0.21875,8
Row10845,S(=O)(=O)(O)CC(O)CNC(CO)(CO)CO,C7H17NO7S,1.24,33.269481,0,0,33,25.720519,15,193,784.09,220.665722251561,8,6,9,4,0.5,13,1,155.7,4.90689059560852,259.072572884,-4.056,72,C7H17NO7S,0,0,0,16,259.278766785614,0.212121212121212,8
Row10846,S(=O)(=O)(O)CCNC(CO)(CO)CO,C6H15NO6S,1.24,29.373895,0,0,29,23.534105,13,148,602.08,194.579510925133,7,5,8,4,0.428571428571429,11,0,135.47,4.70043971814109,229.0620082,-3.384,62,C6H15NO6S,0,0,0,14,229.252744453605,0.206896551724138,7
Row10847,O1c2c(c(O)cc(c2)C(CCCCCC)(C)C)C=3CN(CC#C)CCC3C1(C)C,C26H37NO2,3.99,73.1353409999999,6,6,66,44.344659,31,709,3812.03,423.041144275425,1,1,8,10,0.5,13,1,32.7,5.95419631038688,395.282429424001,6.564,154,C26H37NO2,0,0,0,29,395.578454270217,0.242424242424242,7
Row10848,O=C(c1c2c(ccc1)cccc2)c3c4c(cccc4)n(c3)CCCCC#N,C24H20N2O,3.77,58.57786,19,21,47,25.46214,30,622,1798.03,329.780497625696,2,0,6,21,0.5,6,1,45.79,5.90689059560852,352.157563260001,5.584,142,C24H20N2O,0,0,0,27,352.429287941069,0.0851063829787234,6
Row10849,FCCCCCn1c2c(ccc(c2)[NH+](=O)[O-])c(c1)C(=O)c3c4c(ccc3)cccc4,C24H23N2O3F,3.44,62.072446,19,21,52,28.787554,33,689,2155.06,352.110280526725,1,1,6,24,0.5,10,1,62.13,6.04439411935845,405.161445784001,6.811,158,C24H22FN2O3,0,1,-1,30,405.44238252386,0.0961538461538462,8
Row10850,O=C(c1c2c(c(OC)cc1)cccc2)c3c4c(cccc4)n(c3)CCN5CCOCC5,C26H26N2O3,3.77,67.702618,19,21,57,37.173382,35,782,2791.05,374.869378979352,3,0,2,22,0.466666666666667,7,0,43.7,6.12928301694497,414.194342692001,4.585,168,C26H26N2O3,0,0,0,31,414.497214112739,0.12280701754386,6
Row10851,O=C(c1c2c(c(C)cc1)cccc2)c3c4c(cccc4)n(c3)CCN5CCOCC5,C26H26N2O2,3.88,66.900618,19,21,56,35.257382,34,724,2730.04,366.079152278791,3,0,2,21,0.5,6,1,34.47,6.08746284125034,398.199428072001,5.107,164,C26H26N2O2,0,0,0,30,398.497809185169,0.125,5
Row10852,O=C(O)c1ccc(OCCn2cncc2)cc1,C12H12N2O3,2.23,33.727516,11,11,29,19.292484,18,310,628.05,202.140805122817,3,1,3,10,0.454545454545455,6,0,64.35,5.16992500144231,232.084792244,1.608,82,C12H12N2O3,0,0,0,17,232.235741004146,0.0689655172413793,5
Row10853,O=C([O-])C(=O)[O-].[NH4+].[NH4+],C2H8N2O4,1.02,14.262344,0,0,16,7.297656,5,1410065398,113.06,112.142855171111,4,2,4,6,0.999000000999,3,0,80.26,3.32192809488736,124.048406736,-1.65,22,C2H8N2O4,0,2,-2,8,124.096023948532,0,1
Row10854,O1C(c2ccccc2)CNC(C1)(C)C,C12H17NO,2.56,34.357481,6,6,31,21.160519,15,183,842.02,192.372967615928,2,1,0,6,0.5,3,0,21.26,4.90689059560852,191.131014164,2.114,72,C12H17NO,0,0,0,14,191.2699317111,0.193548387096774,1
Row10855,O1C(c2ccccc2)C(NCC1C)C,C12H17NO,2.56,34.357481,6,6,31,21.160519,15,164,842.02,192.372967615928,2,1,0,6,0.428571428571429,3,0,21.26,4.90689059560852,191.131014164,2.157,70,C12H17NO,0,0,0,14,191.2699317111,0.193548387096774,1
Row10856,O1CC(NCC1)C(c2ccccc2)c3ccccc3,C17H19NO,3.11,44.491067,12,12,38,23.346933,21,261,1258.02,247.687055942062,2,1,0,6,0.5,3,0,21.26,5.39231742277876,253.146664228,2.819,96,C17H19NO,0,0,0,19,253.339492702691,0.131578947368421,3
Row10857,O1c2c(cc3C[C@H](Oc3c2)C(=C)C)[C@@H]4Oc5c([C@@]4(C1)O)ccc(c5)O,C20H18O5,3.11,51.212274,12,12,43,25.425726,29,514,1609.05,296.38978031134,1,2,3,8,0.5,4,0,68.15,5.85798099512757,338.115423676,2.148,150,C20H18O5,0,0,0,25,338.354676142471,0.13953488372093,1
Row10858,O=C(Oc1ccccc1)[C@H]2[C@@H](c3ccc(C)cc3)C[C@H]4N([C@@H]2CC4)C,C22H25NO2,3.55,58.093825,12,12,50,32.184175,28,495,2209.03,327.964288370358,2,0,3,9,0.5,6,0,29.54,5.8073549220576,335.188529040001,4.263,136,C22H25NO2,0,0,0,25,335.440221637156,0.18,4
Row10859,[SbH6+3].[SbH6+3].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-].S(=O)(=O)([O-])[O-],H6O12S3Sb2,-0.41,39.525516,0,0,29,96.374484,12,-1769803800,304.17,#NUM!,12,0,3,4,0.999000000999,6,2,265.92,4.58496250072116,541.756720224,-5.292,60,H12O12S3Sb2,0,6,-6,17,543.805975420996,0,0
Row10860,O=C(OC(C(=O)O)C(O)C(=O)O)/C=C/c1cc(OC)c(O)cc1,C14H14O9,2.01,41.193102,6,6,37,22.010898,23,437,863.09,288.100614161584,7,4,8,13,0.5,13,0,150.59,5.52356195605701,326.063782028,-0.268,108,C14H14O9,0,0,0,23,326.256117456718,0.0810810810810811,8
Row10861,O=C(O[C@@H](C(=O)O)[C@@H](O)C(=O)O)/C=C/c1ccc(O)cc1,C13H12O8,2.01,37.297516,6,6,33,17.908484,21,393,669.08,262.014402835156,7,4,8,12,0.5,11,0,141.36,5.39231742277876,296.053217344,0.0849999999999997,98,C13H12O8,0,0,0,21,296.230095124709,0.0606060606060606,7
