row ID,Molecule,Molecule name,Mannhold LogP,Atomic Polarizabilities,Aromatic Atoms Count,Aromatic Bonds Count,Element Count,Bond Polarizabilities,Bond Count,Eccentric Connectivity Index,Fragment Complexity,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Largest Chain,Largest Pi Chain,Petitjean Number,Rotatable Bonds Count,Lipinski's Rule of Five,Topological Polar Surface Area,Vertex adjacency information magnitude,Molecular Weight,XLogP,Zagreb Index,Molecular Formula,Formal Charge,Formal Charge (pos),Formal Charge (neg),Heavy Atoms Count,Molar Mass,SP3 Character,Rotatable Bonds Count (non terminal)
Row0,N,H3N,1.35,3.100379,0,0,4,1.299621,0,0,9.01,19.5532189089667,1,1,0,0,0,0,0,0,0,17.026549096,0,0,H3N,0,0,0,1,17.0305254685134,0,0
Row1,O=C(O)c1c(OC(=O)C)cccc1,C9H8O4,2.01,24.382344,6,6,21,12.577656,13,123,285.04,162.942474931045,3,1,3,12,0.5,5,0,63.6,4.70043971814109,180.042258736,1.422,60,C9H8O4,0,0,0,13,180.157768811976,0.0476190476190476,3
Row2,C#C,C2H2,1.68,4.853586,0,0,4,2.186414,1,2,7,37.8755105509334,0,0,2,2,0,0,0,0,1,26.015650064,0.418,2,C2H2,0,0,0,2,26.0373533012276,0,0
Row3,P(=O)(OP(=O)(OC[C@H]1O[C@@H](n2c3ncnc(c3nc2)N)[C@@H]([C@@H]1O)O)O)(OP(=O)(O)O)O,C10H16N5O13P3,0.25,55.084688,9,10,47,55.749312,33,768,1471.21,340.839602425996,17,7,8,13,0.466666666666667,15,3,308.56,6.04439411935845,506.995745462,-5.533,170,C10H16N5O13P3,0,0,0,31,507.181476012675,0.106382978723404,8
Row4,S1C([C@H](C(=O)O)N2[C@H]1[C@H](NC(=O)[C@H](N)c3ccccc3)C2=O)(C)C,C16H19N3O4S,2.34,50.237067,6,6,43,27.904933,26,481,1473.08,308.164295891812,7,3,4,6,0.5,8,0,138.03,5.70043971814109,349.109627088001,-1.732,132,C16H19N3O4S,0,0,0,24,349.406462995722,0.162790697674419,4
Row5,O=C1O[C@H]([C@@H](O)CO)C(=C1O)O,C6H8O6,1.46,20.706344,0,0,20,11.619656,12,109,268.06,147.444350556967,6,4,4,7,0.5,6,0,107.22,4.58496250072116,176.032087976,-0.178,58,C6H8O6,0,0,0,12,176.124370976751,0.15,2
Row6,O=C1OC([C@@H](O)CO)C(=C1O)O,C6H8O6,1.46,20.706344,0,0,20,11.619656,12,109,268.06,147.444350556967,6,4,4,7,0.5,6,0,107.22,4.58496250072116,176.032087976,-0.178,58,C6H8O6,0,0,0,12,176.124370976751,0.15,2
Row7,NC(Cc1ccccc1)C,C9H13N,2.34,25.608309,6,6,23,13.551691,10,92,439.01,144.051245738567,1,1,3,6,0.5,4,0,26.02,4.32192809488736,135.104799416,1.762,44,C9H13N,0,0,0,10,135.206556077863,0.130434782608696,2
Row8,O=C(OC)[C@@H](NC(=O)[C@@H](N)CC(=O)O)Cc1ccccc1,C14H18N2O5,2.23,42.852274,6,6,39,24.467726,21,352,1101.07,277.569686476473,7,3,10,6,0.454545454545455,11,0,118.72,5.39231742277876,294.121571676,-0.0770000000000003,96,C14H18N2O5,0,0,0,21,294.303667175815,0.128205128205128,8
Row9,S1C([C@H](C(=O)O)N2[C@H]1[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)(C)C,C16H19N3O5S,2.23,51.039067,6,6,44,27.904933,27,537,1516.09,316.954522592374,7,4,4,7,0.461538461538462,9,0,158.26,5.75488750216347,365.104541708,-2.138,138,C16H19N3O5S,0,0,0,25,365.405867923291,0.159090909090909,4
Row10,O=NOCCCCC,C5H11NO2,1.68,18.838723,0,0,19,13.579277,7,74,268.03,120.977136738622,0,0,8,3,0.428571428571429,6,0,38.66,3.8073549220576,117.078978592,2.771,26,C5H11NO2,0,0,0,8,117.146540838198,0.263157894736842,5
Row11,O1[C@@H](O[C@@H](C#N)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)O,C20H27NO11,2.34,63.125411,6,6,59,37.840589,34,782,2729.12,401.013735526074,12,7,4,6,0.466666666666667,14,2,202.32,6.08746284125034,457.158410684001,-2.076,164,C20H27NO11,0,0,0,32,457.429275699356,0.220338983050847,7
Row12,O1[C@@H](OC(C#N)c2ccccc2)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)CO)O,C20H27NO11,2.34,63.125411,6,6,59,37.840589,34,782,2729.12,401.013735526074,12,7,4,6,0.466666666666667,14,2,202.32,6.08746284125034,457.158410684001,-2.076,164,C20H27NO11,0,0,0,32,457.429275699356,0.220338983050847,7
Row13,N#B,NB,1.24,4.13,0,0,2,1.93,1,2,1.02,48.8403015073667,1,0,2,1,0,0,0,23.79,1,25.0123794,0,2,BN,0,0,0,2,24.817731295436,0,0
Row14,O=C(O)[O-],CHO3,1.24,4.832793,0,0,5,3.009207,3,9,4.03,48.26843537715,3,1,3,4,0.5,2,0,60.36,2.58496250072116,60.992568892,-0.711,12,CHO3,-1,0,-1,4,61.016891433322,0,0
Row15,O=C(O)c1ccccc1,C7H6O2,2.01,17.924758,6,6,15,7.517242,9,69,153.02,113.406510978989,2,1,3,9,0.4,2,0,37.3,4.16992500144231,122.036779432,1.637,40,C7H6O2,0,0,0,9,122.12160565561,0,1
Row16,O=C=O,CO2,1.35,3.364,0,0,3,1.916,2,6,2.02,38.1599793261889,2,0,3,3,0.5,0,0,34.14,2,43.98982924,2.435,6,CO2,0,0,0,3,44.0095457519268,0,0
Row17,N#[C-],CN,1.46,2.86,0,0,2,0.66,1,2,1.01,30.2580567828334,1,0,2,1,0,0,0,23.79,1,26.003074,-0.566,2,CN,-1,0,-1,2,26.017439103824,0,0
Row18,O=C([O-])[O-],CO3,1.24,4.166,0,0,4,2.874,3,9,3.03,46.95020602675,3,0,3,4,0.5,2,0,63.19,2.58496250072116,59.98474386,-1.192,12,CO3,-2,0,-2,4,60.0089506794962,0,0
Row19,O=c1nccc([nH]1)N,C4H5N3O,1.46,14.475965,6,6,13,7.744035,8,54,113.04,99.255069726128,2,2,0,8,0.25,1,0,71.77,4,111.04326178,0.257,36,C4H5N3O,0,0,0,8,111.102161904958,0,0
Row20,[O+]#[C-],CO,1.46,2.562,0,0,2,0.958,1,2,1.01,29.3697526256278,0,0,2,1,0,0,0,0,1,27.99491462,-0.467,2,CO,0,1,-1,2,28.0101408243574,0,0
Row21,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,C11H12N2O5Cl2,1.68,37.931516,6,6,32,16.832484,20,333,644.09,258.740326840539,4,3,7,9,0.454545454545455,11,0,112.7,5.32192809488736,322.012326844,0.685,94,C11H12Cl2N2O5,0,1,-1,20,323.129690118864,0.125,6
Row22,O[C@@H]1CC2=CC[C@H]3[C@H]4[C@]([C@@H]([C@@H](CCCC(C)C)C)CC4)(C)CC[C@@H]3[C@@]2(C)CC1,C27H46O,4.32,78.9944779999999,0,0,74,50.287522,31,669,5173.01,432.275976795764,1,1,7,2,0.466666666666667,11,1,20.23,5.95419631038688,386.354866092001,10.518,158,C27H46O,0,0,0,28,386.654548816832,0.337837837837838,5
Row23,Fc1c(N2CCNCC2)cc3n(cc(c(c3c1)=O)C(=O)O)C4CC4,C17H18N3O3F,2.56,48.185274,10,11,42,27.416726,27,440,1473.07,291.872129909024,4,2,3,15,0.454545454545455,5,0,74.57,5.75488750216347,331.133219656,3.84,134,C17H18FN3O3,0,0,0,24,331.342171438076,0.166666666666667,3
Row24,O=c1n(c(=O)c2n(C)cnc2n1C)C,C8H10N4O2,1.68,26.75193,9,10,24,20.10807,15,137,443.06,162.333077736723,1,0,0,11,0.333333333333333,3,0,61.82,4.90689059560852,194.08037556,1.552,76,C8H10N4O2,0,0,0,14,194.190917395845,0.125,0
Row25,O=C(N1c2c(C=Cc3c1cccc3)cccc2)N,C15H12N2O,2.78,37.403516,12,12,30,15.396484,20,223,718.03,218.818929496895,3,1,3,18,0.428571428571429,0,0,46.33,5.32192809488736,236.094963004,2.296,96,C15H12N2O,0,0,0,18,236.269138839371,0,0
Row26,P1(=O)(O[C@H]2[C@@H](O)[C@H](n3c4ncnc(c4nc3)N)O[C@@H]2CO1)O,C10H12N5O6P,1.24,39.543516,9,10,34,32.584484,25,384,907.12,227.297050005267,10,3,0,10,0.5,4,0,164.65,5.64385618977472,329.052519734,-2.486,128,C10H12N5O6P,0,0,0,22,329.206355244386,0.147058823529412,1
Row27,O=[N+]([O-])N1CN([N+](=O)[O-])CN(C1)[N+](=O)[O-],C3H6N6O6,0.47,20.692758,0,0,21,12.307242,15,147,231.12,158.900499227567,3,0,3,4,0.333333333333333,6,0,139.14,4.90689059560852,222.034881912,0.699,72,C3H6N6O6,0,3,-3,15,222.116501020951,0.142857142857143,3
Row28,O=C(O[C@@H]1[C@H](C(=O)OC)[C@@H]2N(C)[C@H](C1)CC2)c3ccccc3,C17H21NO4,2.78,48.230653,6,6,43,30.685347,24,379,1563.05,287.594194744545,5,0,4,9,0.5,7,0,55.84,5.58496250072116,303.147058152001,2.307,116,C17H21NO4,0,0,0,22,303.353588993051,0.209302325581395,5
Row29,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,C14H9Cl5,2.45,41.541137,12,12,28,11.938863,20,290,499.05,264.4239127087,0,0,3,6,0.5,8,1,0,5.32192809488736,351.914688688,6.648,98,C14H9Cl5,0,0,0,19,354.486457230384,0.0714285714285714,3
Row30,O=C1[C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(C[C@@H](O)CC4)=CC3)C)CC2)CC1)C,C19H28O2,3.33,53.714204,0,0,49,31.567796,24,349,2284.02,300.06186778859,2,1,0,2,0.5,3,0,37.3,5.58496250072116,288.208930136001,3.035,126,C19H28O2,0,0,0,21,288.425133001233,0.326530612244898,0
Row31,C=C,C2H4,1.68,6.187172,0,0,6,4.372828,1,2,23,40.5119692517334,0,0,2,2,0,0,0,0,1,28.031300128,1.262,2,C2H4,0,0,0,2,28.0532348088792,0,0
Row32,O1c2c(ccc(c2)CC(NC)C)OC1,C11H15NO2,2.34,32.065895,6,6,29,20.890105,15,186,718.03,183.867209690622,1,1,4,8,0.5,5,0,30.49,4.90689059560852,193.11027872,1.641,70,C11H15NO2,0,0,0,14,193.24271923423,0.172413793103448,3
Row33,OCC,C2H6O,1.57,8.322758,0,0,9,6.559242,2,6,58.01,51.9386546530945,1,1,3,0,0.5,2,0,20.23,2,46.041864812,-0.0760000000000001,6,C2H6O,0,0,0,3,46.0685212441001,0.222222222222222,0
Row34,O=C1O[C@@H]([C@@](O)([C@H](O)[C@H](C(=O)[C@H](C)C[C@]([C@@H]([C@H]([C@@H]([C@H]1C)O[C@@H]2O[C@H]([C@H](O)[C@@](C2)(OC)C)C)C)O[C@@H]3O[C@@H](C[C@@H]([C@H]3O)N(C)C)C)(O)C)C)C)CC,C37H67NO13,3.99,121.321131,0,0,118,88.6368690000001,53,1197,11850.14,731.435303669326,14,5,3,3,0.428571428571429,25,2,193.91,6.7279204545632,733.461241204002,1.141,270,C37H67NO13,0,0,0,51,733.928225952922,0.296610169491525,7
Row35,Oc1c(O)ccc(c1)[C@@H](O)CNC,C9H13NO3,2.01,28.014309,6,6,26,14.871691,13,153,520.04,170.42192584025,2,4,5,8,0.5,7,0,72.72,4.70043971814109,183.089543276,0.277,60,C9H13NO3,0,0,0,13,183.204770860571,0.115384615384615,3
Row36,Fc1c(C2=NCC(=O)N(c3c2cc([N+](=O)[O-])cc3)C)cccc1,C16H12N3O3F,2.45,42.424516,12,12,35,19.835484,25,348,863.07,268.123227881557,3,0,3,20,0.444444444444444,5,0,75.81,5.64385618977472,313.086269464,2.349,122,C16H12FN3O3,0,1,-1,23,313.283791018334,0.0571428571428571,2
Row37,O=C(O)CN,C2H5NO2,1.35,9.557965,0,0,10,5.764035,4,19,61.03,69.0891828610223,3,2,4,3,0.333333333333333,3,0,63.32,3,75.0320284,-3.35,16,C2H5NO2,0,0,0,5,75.0666886248798,0.1,1
Row38,O=c1[nH]c(nc2c1ncn2[C@@H]3O[C@H](CO)[C@H]([C@H]3O)O)N,C10H13N5O5,1.46,35.778309,9,10,33,21.705691,22,305,845.1,221.936028597506,7,5,2,11,0.444444444444444,6,0,159.51,5.4594316186373,283.091668516,-1.371,110,C10H13N5O5,0,0,0,20,283.241129440642,0.151515151515152,2
Row39,O=c1[nH]c(nc2c1nc[nH]2)N,C5H5N5O,1.35,18.435965,9,10,16,9.724035,12,95,179.06,112.651657366728,3,3,0,11,0.4,1,0,100.45,4.58496250072116,151.04940978,-0.291,58,C5H5N5O,0,0,0,11,151.126304215818,0,0
Row40,O1C(O)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C6H12O6,1.46,23.373516,0,0,24,15.034484,12,108,444.06,152.717267958567,6,5,2,0,0.333333333333333,6,0,110.38,4.58496250072116,180.063388104,-1.697,58,C6H12O6,0,0,0,12,180.156133992054,0.25,1
Row41,O1[C@H](O)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O,C6H12O6,1.46,23.373516,0,0,24,15.034484,12,108,444.06,152.717267958567,6,5,2,0,0.333333333333333,6,0,110.38,4.58496250072116,180.063388104,-1.697,58,C6H12O6,0,0,0,12,180.156133992054,0.25,1
Row42,O=C(O)CCCO,C4H8O3,1.57,14.780344,0,0,15,9.703656,6,47,154.03,101.47461860515,3,2,6,3,0.4,5,0,57.53,3.58496250072116,104.047344116,-0.601,24,C4H8O3,0,0,0,7,104.104684400467,0.2,3
Row43,[OH-],HO,1.35,1.468793,0,0,2,0.135207,0,0,1.01,16.0284560509611,1,0,0,0,0,0,0,0,0,17.002739652,-0.467,0,HO,-1,0,-1,1,17.0073456813952,0,0
Row44,O=C(Oc1c2O[C@H]3[C@@H](OC(=O)C)C=C[C@@H]4[C@]53c2c(C[C@H]4N(C)CC5)cc1)C,C21H23NO5,3.11,57.406239,6,6,50,34.787761,31,471,2214.06,338.218983846174,4,0,3,10,0.4,7,0,65.07,5.95419631038688,369.157622836001,1.421,160,C21H23NO5,0,0,0,27,369.411819015424,0.22,4
Row45,O([2H])[2H],OD2,1.35,2.135586,0,0,3,0.270414,0,6,4.01,17.3466854013611,1,1,0,0,0.5,0,0,0,0,18.010564684,-0.467,0,H2O,0,0,0,1,18.015286435221,0,0
Row46,OO,H2O2,1.24,2.937586,0,0,4,0.270414,1,2,7.02,26.1369121019222,2,2,2,2,0,1,0,40.46,1,34.005479304,-1.044,2,H2O2,0,0,0,2,34.0146913627904,0,0
Row47,O=C1[C@@H]2Oc3c(OC)ccc4c3[C@]25[C@H]([C@H](N(C)CC5)C4)CC1,C18H21NO3,3,49.188653,6,6,43,29.727347,26,328,1747.04,274.023493969051,2,0,2,8,0.444444444444444,3,0,38.77,5.70043971814109,299.152143532001,0.922,136,C18H21NO3,0,0,0,22,299.36491996227,0.255813953488372,1
Row48,Clc1c(cccc1)C2(NC)C(=O)CCCC2,C13H16NOCl,2.56,37.630688,6,6,32,19.529312,17,182,849.03,222.243561311428,2,1,2,6,0.428571428571429,4,0,29.1,5.08746284125034,237.092041812,2.882,82,C13H16ClNO,0,0,0,16,237.725664432246,0.1875,2
Row49,O=C(c1cc(ccc1)C(C(=O)O)C)c2ccccc2,C16H14O3,2.89,39.901102,12,12,33,17.220898,20,304,814.03,244.05830580835,3,1,4,14,0.5,6,0,54.37,5.32192809488736,254.094294308,3.217,94,C16H14O3,0,0,0,19,254.281159684877,0.0606060606060606,4
Row50,O=C(O)C(=O)CCC(=O)O,C5H6O5,1.46,16.810758,0,0,16,9.433242,9,85,135.05,131.078139230539,5,2,7,5,0.5,6,0,91.67,4.16992500144231,146.021523292,-1.056,40,C5H6O5,0,0,0,10,146.098348644742,0.125,4
Row51,O=C(N(CC)CC)[C@@H]1C=C2c3c4c([nH]cc4C[C@H]2N(C1)C)ccc3,C20H25N3O,3.22,55.971825,9,10,49,32.908175,27,424,2152.04,309.212071535196,3,1,5,11,0.5,6,0,39.34,5.75488750216347,323.199762420001,2.419,134,C20H25N3O,0,0,0,24,323.432751330082,0.183673469387755,3
Row52,O=C([O-])C(O)(CC(=O)[O-])CC(=O)[O-].[Li+].[Li+].[Li+],C6H5O7Li3,1.02,92.407965,0,0,21,11.214035,12,-1769803800,49.1,#NUM!,7,1,7,3,0.999000000999,9,0,140.62,4.58496250072116,210.05154115,-3.69,58,C6H5Li3O7,0,3,-3,16,209.920066517229,0.142857142857143,5
Row53,O=C([O-])[O-].[Li+].[Li+],CO3Li2,1.02,52.766,0,0,6,2.874,3,1705032698,21.05,#NUM!,3,0,3,4,0.999000000999,2,0,63.19,2.58496250072116,74.01675296,-1.192,12,CLi2O3,0,2,-2,6,73.8890259290872,0,0
Row54,O1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]([C@H]1CO)O,C12H22O11,1.57,44.611446,0,0,45,29.798554,24,372,1610.11,288.087850515773,11,8,2,0,0.5,12,2,189.53,5.58496250072116,342.116211524001,-3.663,118,C12H22O11,0,0,0,23,342.296981548887,0.266666666666667,4
Row55,C(\C=C\C=C(\CCC=C(C)C)/C)(=C\C=C\C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)\C)/C,C40H56,5.86,107.740408,0,0,96,61.219592,39,1834,7465,666.121880625068,0,0,32,22,0.483870967741936,26,3,0,6.28540221886225,536.438201792002,14.586,170,C40H56,0,0,0,40,536.874118085764,0.145833333333333,16
Row56,OC,CH4O,1.46,5.229172,0,0,6,4.372828,1,2,23.01,34.6426700272278,1,1,2,0,0,1,0,20.23,1,32.026214748,-0.499,2,CH4O,0,0,0,2,32.0419038396606,0.166666666666667,0
Row57,O1c2c(O)ccc3c2[C@@]45[C@@H]1[C@@H](O)C=C[C@H]4[C@H](N(C)CC5)C3,C17H19NO3,2.89,46.095067,6,6,40,24.666933,25,289,1516.04,256.727509343184,2,2,0,8,0.5,3,0,52.93,5.64385618977472,285.136493468001,0.49,132,C17H19NO3,0,0,0,21,285.33830255783,0.225,0
Row58,S(=O)(C(c1ccccc1)c2ccccc2)CC(=O)N,C15H15NO2S,2.67,42.005895,12,12,34,21.074105,20,248,883.04,250.114337448489,3,1,5,6,0.5,5,0,79.37,5.32192809488736,273.08234972,0.606,92,C15H15NO2S,0,0,0,19,273.35174781442,0.0588235294117647,5
Row59,O=C(C(c1ccccc1)(c2ccccc2)CC(N(C)C)C)CC,C21H27NO,3.55,56.865411,12,12,50,32.454589,24,294,2095.02,326.59099444553,2,0,8,6,0.5,11,0,20.31,5.58496250072116,309.209264484001,4.592,114,C21H27NO,0,0,0,23,309.44596232045,0.16,7
Row60,O=[N+]([O-])[O-],NO3,1.02,3.506,0,0,4,0.894,3,9,3.04,41.96921095945,0,0,3,4,0.5,2,0,66.2,2.58496250072116,61.98781786,-0.0190000000000001,12,NO3,-1,1,-2,4,62.0049179897442,0,0
Row61,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],C3H5N3O9,0.47,19.131965,0,0,20,11.022035,14,172,151.12,164.63735740555,0,0,9,4,0.5,11,0,157.11,4.8073549220576,227.00257874,0.975999999999999,62,C3H5N3O9,0,3,-3,15,227.086665428726,0.15,8
Row62,O=[N+](O)[O-],HNO3,1.02,4.172793,0,0,5,1.029207,3,9,4.04,43.28744030985,0,1,3,4,0.5,2,0,63.37,2.58496250072116,62.995642892,-0.142,12,HNO3,0,1,-1,4,63.01285874357,0,0
Row63,O=C(N)c1cnccc1,C6H6N2O,1.79,17.562758,6,6,15,8.177242,9,69,153.03,109.313820068895,3,1,3,9,0.4,1,0,55.98,4.16992500144231,122.048012812,-0.343,40,C6H6N2O,0,0,0,9,122.124871245324,0,1
Row64,O=[N+]=O,NO2,1.13,2.704,0,0,3,0.596,2,6,2.03,33.1789842588889,0,0,3,3,0.5,0,0,34.14,2,45.99290324,0.38,6,NO2,1,1,0,3,46.0055130621748,0,0
Row65,[O+](=O)[O-],O3,1.13,2.406,0,0,3,0,2,6,2.03,32.2906801016833,2,0,3,2,0.5,1,0,40.13,2,47.98474386,-0.816,6,O3,0,1,-1,3,47.9982147827082,0,0
Row66,[O+]([O-])[O-],O3,1.13,2.406,0,0,3,0,2,6,2.03,33.6089094520833,2,0,3,2,0.5,2,0,46.12,2,47.98474386,-1.044,6,O3,-1,1,-2,3,47.9982147827082,0,0
Row67,O=C1[C@@H]2Oc3c(OC)ccc4c3[C@]25[C@](O)([C@H](N(C)CC5)C4)CC1,C18H21NO4,2.89,49.990653,6,6,44,29.727347,27,341,1798.05,282.813720669612,3,1,2,8,0.444444444444444,4,0,59,5.75488750216347,315.147058152001,0.0120000000000001,144,C18H21NO4,0,0,0,23,315.364324889839,0.25,1
Row68,C(C)C,C3H8,1.79,10.614344,0,0,11,8.745656,2,6,94,60.4444125784001,0,0,3,0,0.5,2,0,0,2,44.062600256,2.047,6,C3H8,0,0,0,3,44.0957337209703,0.272727272727273,0
Row69,n1c2nc[nH]c2cnc1,C5H4N4,1.57,15.867172,9,10,13,8.992828,10,70,124.04,81.9646704580003,3,1,0,9,0.25,0,0,54.46,4.32192809488736,120.043596128,-0.248,46,C5H4N4,0,0,0,9,120.112255327387,0,0
Row70,n1cnccc1,C4H4N2,1.68,11.907172,6,6,10,7.012828,6,36,70.02,68.5680828174002,2,0,0,6,0,0,0,25.78,3.58496250072116,80.037448128,-0.271,24,C4H4N2,0,0,0,6,80.0881130165272,0,0
Row71,P(=O)([O-])([O-])[O-],O4P,0.91,6.838,0,0,5,11.312,4,12,4.05,59.5899308598444,4,0,3,4,0.5,3,0,96.06,3,94.95342011,-2.247,20,O4P,-3,0,-3,5,94.9713813402776,0,0
Row72,n1ccccc1,C5H5N,1.9,13.233965,6,6,11,6.786035,6,36,91.01,74.8673072351002,1,0,0,6,0,0,0,12.89,3.58496250072116,79.04219916,0.77,24,C5H5N,0,0,0,6,79.1000864601049,0,0
Row73,Oc1ccccc1,C6H6O,2.01,15.362758,6,6,13,6.559242,7,45,127.01,89.9567583533613,0,1,0,7,0.25,1,0,20.23,3.8073549220576,94.041864812,1.616,30,C6H6O,0,0,0,7,94.1114648312522,0,0
Row74,N1(C2(c3ccccc3)CCCCC2)CCCCC1,C17H25N,3.22,47.689825,6,6,43,29.310175,20,240,1719.01,257.706205343901,1,0,0,6,0.5,2,0,3.24,5.32192809488736,243.1986998,4.218,94,C17H25N,0,0,0,18,243.387732298077,0.255813953488372,2
Row75,OC1CCN(C2(c3ccccc3)CCCCC2)CC1,C17H25NO,3.11,48.491825,6,6,44,29.310175,21,284,1774.02,266.496432044462,2,1,0,6,0.444444444444444,3,0,23.47,5.39231742277876,259.19361442,3.188,100,C17H25NO,0,0,0,19,259.387137225646,0.25,2
Row76,OC1CCC(N2CCCCC2)(c3ccccc3)CC1,C17H25NO,3.11,48.491825,6,6,44,29.310175,21,255,1774.02,266.496432044462,2,1,0,6,0.5,3,0,23.47,5.39231742277876,259.19361442,2.977,100,C17H25NO,0,0,0,19,259.387137225646,0.25,2
Row77,O=C(O)CCCCNC1(c2ccccc2)CCCCC1,C17H25NO2,3,49.293825,6,6,45,28.948175,21,362,1736.03,285.006658745023,3,2,7,6,0.454545454545455,8,0,49.33,5.39231742277876,275.188529040001,3.371,96,C17H25NO2,0,0,0,20,275.386542153216,0.222222222222222,7
Row78,N1CCCCC1,C5H11N,1.9,17.234723,0,0,17,12.685277,6,36,259.01,93.6766833375001,1,1,0,0,0,0,0,12.03,3.58496250072116,85.089149352,0.688,24,C5H11N,0,0,0,6,85.1477309830597,0.294117647058823,0
Row79,S1c2c(Nc3c1cccc3)cccc2,C12H9NS,2.56,31.121137,12,12,23,12.778863,16,180,443.02,170.925930169767,1,1,0,13,0.428571428571429,0,0,37.33,5,199.045570288,3.786,76,C12H9NS,0,0,0,14,199.273085745962,0,0
Row80,O(c1cc2c(nccc2[C@@H](O)[C@H]3N4C[C@H](C=C)[C@H](C3)CC4)cc1)C,C20H24N2O2,3.22,55.007032,10,11,48,31.452968,27,483,2049.04,307.005538027591,3,1,2,11,0.5,6,0,45.59,5.75488750216347,324.183778008001,2.604,132,C20H24N2O2,0,0,0,24,324.41751229679,0.1875,4
Row81,O=c1nc-2n(c3c(cc(C)c(c3)C)nc2c([nH]1)=O)C[C@H](O)[C@H](O)[C@H](O)CO,C17H20N4O6,2.23,52.46786,14,15,47,29.06014,29,490,1699.1,332.892011368568,6,5,6,16,0.454545454545455,11,0,161.56,5.85798099512757,376.13828436,0.575999999999999,144,C17H20N4O6,0,0,0,27,376.364567715472,0.148936170212766,5
Row82,[Rn](F)F,F2Rn,1.13,6.414,0,0,3,9.486,2,6,2.03,#NUM!,0,0,3,0,0.5,2,0,0,2,233.00224644,0.887,6,F2Rn,0,0,0,3,#NUM!,0,0
Row83,S1SSSSSSS1,S8,0.58,23.2,0,0,8,0,8,64,8.08,144.2721924608,0,0,0,0,0,0,0,202.4,4,255.776568,2.04,32,S8,0,0,0,8,256.528679944304,0,0
Row84,O=C(O)c1c(O)cccc1,C7H6O3,1.9,18.726758,6,6,16,7.517242,10,76,166.03,122.19673767955,2,2,3,10,0.4,3,0,57.53,4.32192809488736,138.031694052,1.66,46,C7H6O3,0,0,0,10,138.121010583179,0,1
Row85,[SeH]C[C@H](N)C(=O)O,C3H7NO2Se,1.35,16.421551,0,0,14,11.970449,6,36,127.04,109.196079011422,3,2,5,3,0.5,5,0,63.32,3.58496250072116,168.964199764,-2.994,26,C3H7NO2Se,0,0,0,7,168.052694269419,0.142857142857143,2
Row86,Oc1cc2c([nH]cc2CCN)cc1,C10H12N2O,2.23,28.603516,9,10,25,13.118484,14,149,520.03,155.241299871561,1,3,3,10,0.428571428571429,4,0,62.04,4.8073549220576,176.094963004,1.004,66,C10H12N2O,0,0,0,13,176.215459355431,0.08,2
Row87,O=C(O[C@@H]1C[C@H]2N(C)[C@@H](C1)[C@H]3[C@@H]2O3)[C@@H](c4ccccc4)CO,C17H21NO4,2.78,48.230653,6,6,43,29.727347,25,435,1654.05,277.874194744545,5,1,5,6,0.454545454545455,7,0,62.3,5.64385618977472,303.147058152001,0.786,124,C17H21NO4,0,0,0,22,303.353588993051,0.232558139534884,5
Row88,S=C1N=C([O-])C(C(CCC)C)(CC)C(N1)=O.[Na+],C11H17N2O2NaS,2.01,60.999481,0,0,34,23.620519,16,1935228896,817.06,#NUM!,4,1,5,8,0.999000000999,8,0,96.61,5,264.090843064,2.312,78,C11H17N2NaO2S,0,1,-1,17,264.321158221955,0.235294117647059,4
Row89,S(=O)(=O)(O)O,H2O4S,0.91,7.441586,0,0,7,8.662414,4,12,16.05,62.2263895606444,4,2,3,5,0.5,2,0,82.98,3,97.967379544,-1.764,20,H2O4S,0,0,0,5,98.0795862109672,0,0
Row90,s1c(c(C)[n+](c1)Cc2c(=N)[nH]c(C)nc2)CCO,C12H17N4OS,2.12,40.557481,11,11,35,24.824519,19,309,990.06,239.917584246828,3,3,3,7,0.454545454545455,7,0,104.88,5.24792751344359,265.112307164,1.561,90,C12H17N4OS,1,1,0,18,265.356126325246,0.142857142857143,4
